xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
319953.2725,4093219.546,2148.47,us3,58.1,Abies concolor,White fir,2002,Dead,1.14218321,3
319953.0925,4093221.796,2148.86,us3,5.2,Abies concolor,White fir,2002,Live,0.002924375,1
319955.2825,4093218.536,2148.22,us3,28.1,Abies concolor,White fir,2002,Live,0.188737141,2
319955.5825,4093225.486,2149.62,us3,9.9,N/A,N/A,2002,Dead,0.010586086,1
319954.9225,4093223.346,2149.08,us3,37.6,Abies concolor,White fir,2002,Live,0.388376718,2
319959.1825,4093223.976,2149.18,us3,36.6,Abies concolor,White fir,2002,Live,0.36327939,2
319960.9725,4093212.606,2146.65,us3,6.4,Abies concolor,White fir,2002,Dead,0.004873311,1
319964.7625,4093205.496,2145.56,us3,29.6,Pinus lambertiana,Sugar pine,2002,Live,0.183912054,2
319965.6725,4093204.626,2145.43,us3,58.1,Abies concolor,White fir,2002,Live,1.14218321,3
319976.9125,4093201.486,2145.24,us3,25.6,Abies concolor,White fir,2002,Live,0.149837595,2
319977.1125,4093199.716,2145.16,us3,39.7,Abies concolor,White fir,2002,Live,0.444375161,2
319977.0625,4093200.406,2145.16,us3,37.7,Abies concolor,White fir,2002,Live,0.390941641,2
319957.5325,4093211.396,2146.5,us3,20.9,Pinus lambertiana,Sugar pine,2002,Live,0.078940944,2
319958.8325,4093212.956,2146.71,us3,18.3,Abies concolor,White fir,2002,Live,0.065261397,1
319982.5025,4093207.716,2145.88,us3,14,Pinus jeffreyi,Jeffrey pine,2002,Live,0.029839975,1
319988.9225,4093211.156,2146.72,us3,8.7,N/A,N/A,2002,Dead,0.010386711,1
319999.4525,4093209.366,2148.26,us3,10.9,Abies concolor,White fir,2002,Live,0.018121869,1
320000.1125,4093207.836,2148.31,us3,38.9,Calocedrus decurrens,Jeffrey pine,2002,Live,0.310300992,2
319999.0725,4093206.546,2147.92,us3,83.9,Abies concolor,White fir,2002,Live,2.840968116,5
320001.1625,4093207.806,2148.5,us3,102.1,Abies concolor,White fir,2002,Live,4.623101936,6
320003.7125,4093204.416,2148.56,us3,92.4,Abies concolor,White fir,2002,Live,3.609166486,5
320004.7925,4093204.026,2148.9,us3,127.4,Pinus jeffreyi,Jeffrey pine,2002,Live,6.40815085,6
320004.7025,4093194.446,2147.36,us3,98.7,Calocedrus decurrens,Jeffrey pine,2002,Live,2.538323981,5
320015.4325,4093176.146,2147.41,us3,47.8,Abies concolor,White fir,2002,Live,0.704089929,3
320015.2025,4093163.476,2145.46,us3,13.6,Abies concolor,White fir,2002,Dead,0.031314649,1
320025.1225,4093169.256,2148.73,us3,10.2,Abies concolor,White fir,2002,Live,0.01538167,1
320024.8525,4093168.736,2148.73,us3,32.5,Abies concolor,White fir,2002,Live,0.270632882,2
320024.8625,4093166.826,2148.26,us3,10.4,Calocedrus decurrens,Jeffrey pine,2002,Live,0.015888307,1
320023.1525,4093166.596,2147.76,us3,14.2,Abies concolor,White fir,2002,Dead,0.034842675,1
320023.0725,4093165.866,2147.57,us3,68.2,Abies concolor,White fir,2002,Live,1.699548708,4
320023.3225,4093165.776,2147.57,us3,45.7,Abies concolor,White fir,2002,Live,0.629883521,3
320022.3725,4093165.996,2147.15,us3,23,Abies concolor,White fir,2002,Dead,0.114929233,2
320023.0025,4093162.826,2146.7,us3,13.1,Abies concolor,White fir,2002,Dead,0.028544779,1
320021.7625,4093165.456,2146.94,us3,10.1,Abies concolor,White fir,2002,Live,0.015011949,1
320112.0825,4093164.076,2146.4,us3,35,Abies concolor,White fir,2002,Live,0.325186417,2
320122.8025,4093158.856,2145.98,us3,32.5,Abies concolor,White fir,2002,Live,0.270632882,2
320120.6525,4093155.276,2145.42,us3,187.2,Pinus lambertiana,Sugar pine,2002,Live,16.35188657,6
320124.9925,4093155.506,2144.93,us3,8.1,Pinus lambertiana,Sugar pine,2002,Live,0.00792307,1
320124.1525,4093155.196,2145.06,us3,29.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.166266803,2
320124.2225,4093154.506,2145.06,us3,14.8,Pinus lambertiana,Sugar pine,2002,Dead,0.034147731,1
320124.8225,4093153.126,2144.44,us3,11.9,Abies concolor,White fir,2002,Live,0.022510874,1
320127.5725,4093153.886,2144.08,us3,102.9,Pinus jeffreyi,Jeffrey pine,2002,Live,3.810477497,6
320128.3725,4093157.696,2144.92,us3,13.3,Abies concolor,White fir,2002,Live,0.029634362,1
320131.0625,4093155.586,2144.01,us3,8,Abies concolor,White fir,2002,Live,0.008445338,1
320131.0925,4093157.166,2144.26,us3,5.5,Abies concolor,White fir,2002,Live,0.003356606,1
320126.0225,4093159.136,2145.94,us3,5.9,Abies concolor,White fir,2002,Live,0.003989161,1
320125.9225,4093162.076,2146.59,us3,27.9,Abies concolor,White fir,2002,Live,0.185426899,2
320138.1025,4093159.336,2143.43,us3,25.3,Pinus lambertiana,Sugar pine,2002,Live,0.125577517,2
320131.4325,4093149.096,2142.73,us3,36.6,Abies concolor,White fir,2002,Live,0.36327939,2
320110.2325,4093153.706,2143.65,us3,22.9,Pinus lambertiana,Sugar pine,2002,Live,0.098566237,2
320105.4825,4093157.206,2144.23,us3,25,Abies concolor,White fir,2002,Live,0.141289597,2
320105.3625,4093156.356,2144.13,us3,15.7,Abies concolor,White fir,2002,Live,0.044666411,1
320104.1925,4093157.346,2144.39,us3,35.9,Abies concolor,White fir,2002,Live,0.346303669,2
320102.1825,4093154.036,2144.59,us3,11.2,Abies concolor,White fir,2002,Live,0.019379114,1
320102.4925,4093150.156,2145.45,us3,29,Abies concolor,White fir,2002,Live,0.204068438,2
320101.5125,4093162.256,2145.35,us3,27.1,Abies concolor,White fir,2002,Live,0.17253381,2
320103.7125,4093162.806,2145.43,us3,15.7,Abies concolor,White fir,2002,Dead,0.044666411,1
