xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
320150.6801,4091999.93,2024.29,bs2,6,Abies concolor,White fir,2002,Live,0.004157572,1
320180.3701,4091992.28,2024.24,bs2,9.3,Abies concolor,White fir,2002,Live,0.012244928,1
320205.1901,4091937,2017.61,bs2,6.2,Abies concolor,White fir,2002,Live,0.004506957,1
320203.1101,4091933.8,2017.4,bs2,12,Abies concolor,White fir,2002,Live,0.022981268,1
320196.3801,4091935.64,2016.96,bs2,6.3,Abies concolor,White fir,2002,Live,0.004687996,1
320196.2301,4091938.95,2017.01,bs2,35.8,Calocedrus decurrens,Jeffrey pine,2002,Live,0.257284753,2
320176.1501,4091929.69,2015.1,bs2,6.1,Abies concolor,White fir,2002,Live,0.00433016,1
320177.2101,4091919.06,2013.35,bs2,25.5,Abies concolor,White fir,2002,Live,0.148392086,2
320183.6201,4091925.52,2014.85,bs2,24.1,Calocedrus decurrens,Jeffrey pine,2002,Live,0.105395645,2
320194.1601,4091914.6,2015.71,bs2,26.1,Abies concolor,White fir,2002,Live,0.157191058,2
320196.2601,4091900.26,2016.51,bs2,26.2,Abies concolor,White fir,2002,Live,0.158687044,2
320194.9201,4091903.06,2016.15,bs2,60,Abies concolor,White fir,2002,Live,1.237047097,3
320189.7401,4091904.7,2015.26,bs2,41.2,Abies concolor,White fir,2002,Live,0.487158935,3
320201.8101,4091904.86,2016.83,bs2,40.5,Abies concolor,White fir,2002,Live,0.466900982,3
320199.0401,4091910.06,2016.26,bs2,10.9,N/A,N/A,2002,Dead,0.018121869,1
320192.9101,4091908.51,2015.72,bs2,11.6,Abies concolor,White fir,2002,Live,0.021134382,1
320190.5701,4091913.88,2015.15,bs2,14.9,Abies concolor,White fir,2002,Live,0.039246104,1
320193.2301,4091925.68,2015.52,bs2,12.6,Abies concolor,White fir,2002,Live,0.025926658,1
320179.4601,4092068.17,2034.56,bs2,80.6,Abies concolor,White fir,2002,Live,2.571862033,5
320180.1601,4092066,2034.1,bs2,11,Abies concolor,White fir,2002,Live,0.01853536,1
320193.9601,4092074.67,2035.71,bs2,60.4,Abies concolor,White fir,2002,Live,1.257596252,4
320195.9001,4092070.36,2034.83,bs2,14.8,Abies concolor,White fir,2002,Dead,0.036374581,1
320189.6201,4092064.35,2033.61,bs2,13.6,Abies concolor,White fir,2002,Live,0.031314649,1
320197.3901,4092061.99,2033.11,bs2,5.4,Abies concolor,White fir,2002,Live,0.00320857,1
320202.4701,4092061.77,2032.79,bs2,11.4,Pinus jeffreyi,Jeffrey pine,2002,Live,0.018129929,1
320205.6101,4092057.45,2032.11,bs2,11.9,Calocedrus decurrens,Jeffrey pine,2002,Live,0.021509865,1
320205.8101,4092050.53,2031.41,bs2,11,Calocedrus decurrens,Jeffrey pine,2002,Live,0.018023346,1
320203.7101,4092046.75,2030.4,bs2,9.8,Calocedrus decurrens,Jeffrey pine,2002,Live,0.013902191,1
320200.2201,4092051.7,2031.4,bs2,49.7,Abies concolor,White fir,2002,Live,0.775522165,3
320194.7301,4092049.33,2030.92,bs2,11.6,Abies concolor,White fir,2002,Live,0.021134382,1
320192.5201,4092048.21,2030.61,bs2,17.3,Calocedrus decurrens,Jeffrey pine,2002,Live,0.049934193,1
320190.4301,4092049.64,2031.07,bs2,19.7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.066911559,1
320186.1501,4092051.47,2031.07,bs2,6.4,Calocedrus decurrens,Jeffrey pine,2002,Dead,0.005344693,1
