xcord,ycord,zcord,plot,DBH,scientificname,commonname,year,state,carbon,sizeclass
319688.3534,4091889.266,2022.27,un1,23.6,Abies concolor,White fir,2002,Live,0.122497309,2
319705.3834,4091879.556,2020,un1,12.2,Abies concolor,White fir,2002,Live,0.023939538,1
319706.8834,4091877.496,2019.76,un1,21.4,Abies concolor,White fir,2002,Live,0.096137696,2
319690.6134,4091914.516,2022.11,un1,15.8,Abies magnifica,Red fir,2002,Live,0.045373531,1
319690.7534,4091914.826,2022.11,un1,17.6,Abies magnifica,Red fir,2002,Live,0.059256628,1
319690.4534,4091913.766,2022.55,un1,7,N/A,N/A,2002,Dead,0.004278892,1
319691.1534,4091906.836,2023.58,un1,25.2,Abies concolor,White fir,2002,Live,0.144105645,2
319691.9284,4091894.886,2022.64,un1,44.6,Abies concolor,White fir,2002,Live,0.592967526,3
319686.3434,4091900.986,2024.94,un1,6.7,Pinus jeffreyi,Jeffrey pine,2002,Live,0.005007445,1
319689.3334,4091911.186,2023.46,un1,8.5,Abies concolor,White fir,2002,Live,0.009807505,1
319691.9234,4091912.186,2022.45,un1,38.6,Abies concolor,White fir,2002,Live,0.414481355,2
319717.6134,4091869.576,2017.37,un1,19,Pinus lambertiana,Sugar pine,2002,Live,0.062626792,1
319702.3234,4091873.336,2022.42,un1,110.2,Abies magnifica,Red fir,2002,Live,5.586893138,6
319690.6034,4091893.616,2022.58,un1,17.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.048489246,1
319701.5434,4091874.381,2022.26,un1,102.5,Abies magnifica,Red fir,2002,Dead,3.887651641,6
319691.1534,4091918.746,2020.75,un1,23.5,Pinus jeffreyi,Jeffrey pine,2002,Live,0.104959331,2
319690.3084,4091913.486,2022.72,un1,43.6,Calocedrus decurrens,Jeffrey pine,2002,Live,0.401381223,3
319714.6134,4091868.446,2018.63,un1,20.5,Abies concolor,White fir,2002,Live,0.08643624,2
319686.8634,4091899.226,2024.53,un1,27.5,Abies concolor,White fir,2002,Live,0.17891102,2
319691.2684,4091915.636,2021.78,un1,31.3,Abies concolor,White fir,2002,Live,0.246545268,2
319694.0334,4091894.416,2021.9,un1,13.3,Abies concolor,White fir,2002,Live,0.029634362,1
319724.2434,4091868.256,2016.33,un1,20.7,Abies concolor,White fir,2002,Live,0.088538987,2
319720.2134,4091867.716,2017.29,un1,8.1,Abies concolor,White fir,2002,Live,0.008708073,1
319721.2234,4091867.686,2017.05,un1,7.4,Abies concolor,White fir,2002,Live,0.006968556,1
319723.7634,4091868.236,2016.33,un1,6.6,Abies concolor,White fir,2002,Live,0.005256893,1
319735.1934,4092044.936,2015.71,un1,29.1,Abies concolor,White fir,2002,Live,0.205816172,2
319733.7234,4092040.546,2015.86,un1,49,Abies concolor,White fir,2002,Live,0.748725283,3
319734.5734,4092040.656,2015.54,un1,9.8,Abies concolor,White fir,2002,Live,0.013934835,1
319740.6334,4092034.426,2013.89,un1,14.1,Abies concolor,White fir,2002,Live,0.034239022,1
319742.1134,4092035.906,2013.95,un1,35.1,Abies concolor,White fir,2002,Live,0.327493672,2
319740.6584,4092037.361,2014.07,un1,57.1,Abies concolor,White fir,2002,Live,1.094059925,3
319737.4234,4092041.646,2014.95,un1,7.4,Abies concolor,White fir,2002,Live,0.006968556,1
319741.0734,4092039.546,2014.08,un1,27.2,Abies concolor,White fir,2002,Live,0.174115165,2
319742.0834,4092039.316,2013.9,un1,21.8,Abies concolor,White fir,2002,Live,0.100648458,2
319743.1934,4092039.366,2013.73,un1,7.6,Abies concolor,White fir,2002,Live,0.007442034,1
319743.3634,4092039.806,2013.71,un1,22,Abies concolor,White fir,2002,Live,0.10295028,2
319743.9734,4092041.176,2013.47,un1,7.1,Abies concolor,White fir,2002,Live,0.006292889,1
319745.7534,4092040.616,2012.97,un1,6.4,Abies concolor,White fir,2002,Live,0.004873311,1
319739.2734,4092044.536,2014.54,un1,7,Abies concolor,White fir,2002,Live,0.00607676,1
319739.5534,4092043.146,2014.29,un1,17,Abies concolor,White fir,2002,Live,0.054382707,1
319739.3934,4092042.616,2014.53,un1,6.5,Abies concolor,White fir,2002,Live,0.005062932,1
319740.4034,4092042.916,2014.29,un1,10.7,Abies concolor,White fir,2002,Live,0.017311535,1
319740.5934,4092043.936,2014.05,un1,8.1,Abies concolor,White fir,2002,Live,0.008708073,1
319740.8234,4092046.176,2014.05,un1,26.7,Abies concolor,White fir,2002,Live,0.166294296,2
319743.5234,4092043.796,2013.4,un1,12.4,Abies concolor,White fir,2002,Live,0.024921273,1
319743.7134,4092045.016,2013.38,un1,27.5,Abies concolor,White fir,2002,Live,0.17891102,2
319745.1534,4092044.506,2013.13,un1,10.9,Abies concolor,White fir,2002,Live,0.018121869,1
319745.1234,4092043.376,2013.2,un1,6.5,Abies concolor,White fir,2002,Live,0.005062932,1
319746.2734,4092043.356,2012.93,un1,8.3,Abies concolor,White fir,2002,Live,0.009248034,1
319744.9834,4092045.936,2013.11,un1,13,Abies concolor,White fir,2002,Live,0.028009104,1
319745.3434,4092046.176,2013.11,un1,12.2,Abies concolor,White fir,2002,Live,0.023939538,1
319743.9834,4092046.576,2013.44,un1,7.2,Abies concolor,White fir,2002,Live,0.006513545,1
319743.2534,4092046.996,2013.66,un1,7.1,Abies concolor,White fir,2002,Live,0.006292889,1
319827.2334,4091956.506,2002.72,un1,22.2,Abies concolor,White fir,2002,Live,0.105283244,2
319826.4184,4091956.146,2002.62,un1,132.7,Pinus jeffreyi,Jeffrey pine,2002,Live,7.076498491,6
319694.2884,4092030.011,2023.16,un1,50.8,Abies concolor,White fir,2002,Dead,0.818773453,3
319693.5934,4092050.746,2026.74,un1,11,Abies concolor,White fir,2002,Live,0.01853536,1
319689.0034,4092051.656,2028.27,un1,21.5,Abies concolor,White fir,2002,Live,0.097253819,2
319688.2584,4092053.901,2028.86,un1,58.5,Abies concolor,White fir,2002,Live,1.161779656,3
319688.0034,4092054.866,2029.04,un1,5,Abies concolor,White fir,2002,Live,0.002655783,1
319685.9284,4092045.666,2028.1,un1,33,Abies concolor,White fir,2002,Live,0.281067139,2
319763.3684,4092047.541,2008.71,un1,79.1,N/A,N/A,2002,Dead,2.343503281,4
319686.2834,4091993.996,2023.83,un1,21.9,Abies concolor,White fir,2002,Live,0.101795485,2
319694.3934,4091893.906,2021.9,un1,10.5,Abies concolor,White fir,2002,Live,0.016523237,1
319690.1834,4091888.346,2022.4,un1,42.5,Abies concolor,White fir,2002,Live,0.526152396,3
319705.7334,4091877.086,2020.24,un1,7.5,Abies concolor,White fir,2002,Live,0.007202971,1
319702.1234,4091889.646,2019.17,un1,7,Abies concolor,White fir,2002,Live,0.00607676,1
319710.1334,4091893.126,2016.21,un1,6.3,Abies concolor,White fir,2002,Live,0.004687996,1
319696.1634,4091890.206,2020.21,un1,5.3,Abies concolor,White fir,2002,Live,0.003064505,1
319700.2834,4091890.646,2019.74,un1,31.8,Abies concolor,White fir,2002,Live,0.256418971,2
319699.2134,4091915.786,2018.83,un1,16.3,Abies concolor,White fir,2002,Live,0.049009151,1
319700.3834,4091917.076,2018.29,un1,8.2,Abies concolor,White fir,2002,Live,0.008975629,1
319698.8134,4091919.266,2018.22,un1,8.4,Abies concolor,White fir,2002,Live,0.009525317,1
319700.7134,4091919.626,2017.43,un1,25,Abies magnifica,Red fir,2002,Live,0.141289597,2
319702.4634,4091919.191,2017.31,un1,44.3,Abies concolor,White fir,2002,Live,0.583129822,3
319701.3234,4091919.866,2017.43,un1,7.9,Abies concolor,White fir,2002,Live,0.008187395,1
319710.9434,4091920.226,2014.02,un1,18.5,Abies concolor,White fir,2002,Live,0.067040903,1
319710.7334,4091919.436,2014.31,un1,9.4,Abies concolor,White fir,2002,Live,0.012572503,1
319712.8834,4091921.456,2013.04,un1,5.8,Abies concolor,White fir,2002,Live,0.003824892,1
319716.4434,4091910.056,2013.27,un1,15.4,Abies concolor,White fir,2002,Live,0.042584698,1
319717.3434,4091907.876,2013.05,un1,7.9,Abies concolor,White fir,2002,Live,0.008187395,1
319716.9784,4091906.106,2013.18,un1,45.5,Abies magnifica,Red fir,2002,Live,0.623072402,3
319709.8534,4091905.551,2016.15,un1,76.7,Abies magnifica,Red fir,2002,Live,2.274210954,4
319701.6434,4091899.146,2019.91,un1,34.9,Abies concolor,White fir,2002,Live,0.322888894,2
319701.6034,4091900.416,2019.77,un1,23.9,Abies concolor,White fir,2002,Live,0.126389836,2
319699.6934,4091898.471,2020.47,un1,40.1,Abies concolor,White fir,2002,Live,0.455554953,3
319702.1134,4091895.256,2020.07,un1,10.1,Abies concolor,White fir,2002,Live,0.015011949,1
319701.3234,4091892.616,2019.99,un1,10.8,Abies concolor,White fir,2002,Live,0.017713935,1
319706.7934,4091888.171,2017.63,un1,34.5,Abies magnifica,Red fir,2002,Live,0.313795855,2
319705.2534,4091889.156,2018.54,un1,9.5,Pinus lambertiana,Sugar pine,2002,Live,0.011655165,1
319707.7184,4091889.796,2017.31,un1,30.7,Abies concolor,White fir,2002,Live,0.235001029,2
319709.9934,4091889.726,2016.34,un1,7.6,Abies concolor,White fir,2002,Live,0.007442034,1
319711.3034,4091888.386,2015.92,un1,12.4,Abies concolor,White fir,2002,Live,0.024921273,1
319711.9534,4091893.296,2015.31,un1,10.7,Abies magnifica,Red fir,2002,Live,0.017311535,1
319711.4334,4091892.416,2015.81,un1,12,Abies concolor,White fir,2002,Dead,0.022981268,1
319710.9534,4091892.511,2015.77,un1,48.6,Abies concolor,White fir,2002,Live,0.733664733,3
319693.0434,4091905.686,2022.91,un1,30.3,Abies concolor,White fir,2002,Live,0.227487815,2
319825.8734,4091906.516,1995.69,un1,9.6,Abies concolor,White fir,2002,Live,0.013243209,1
319822.8334,4091904.946,1997.1,un1,8.4,Abies concolor,White fir,2002,Live,0.009525317,1
319786.8534,4091886.576,2010.01,un1,18.2,Abies concolor,White fir,2002,Live,0.064382343,1
319796.4634,4091886.766,2009.46,un1,75.4,Pinus lambertiana,Sugar pine,2002,Live,1.787879813,4
319799.3734,4091884.706,2009.48,un1,25,Abies concolor,White fir,2002,Live,0.141289597,2
319802.9534,4091882.776,2009.3,un1,58.7,Abies concolor,White fir,2002,Live,1.171652592,3
319810.6834,4091879.296,2008.65,un1,105.2,Abies concolor,White fir,2002,Dead,4.147998027,6
319803.5634,4091878.716,2010.58,un1,11.5,Abies magnifica,Red fir,2002,Live,0.020687035,1
319802.8734,4091877.906,2011.23,un1,15.8,Abies concolor,White fir,2002,Live,0.045373531,1
319802.5734,4091876.606,2011.67,un1,9.2,Abies concolor,White fir,2002,Live,0.011922505,1
319802.5634,4091876.506,2011.67,un1,5.4,Abies concolor,White fir,2002,Live,0.00320857,1
319803.3234,4091875.996,2012.12,un1,5.8,Abies concolor,White fir,2002,Live,0.003824892,1
319802.9734,4091875.096,2012.52,un1,5.3,Abies concolor,White fir,2002,Live,0.003064505,1
319802.4334,4091875.136,2012.65,un1,8.9,Abies concolor,White fir,2002,Live,0.010985871,1
319803.2134,4091874.566,2012.52,un1,8.6,Abies concolor,White fir,2002,Live,0.010094627,1
319802.4634,4091874.526,2012.65,un1,19.4,Abies concolor,White fir,2002,Live,0.075405428,1
319801.7834,4091874.026,2013.01,un1,6.7,Abies concolor,White fir,2002,Live,0.005455225,1
319801.8034,4091873.546,2013.01,un1,6.3,Abies concolor,White fir,2002,Live,0.004687996,1
319812.6134,4091867.816,2012.55,un1,15.7,Abies concolor,White fir,2002,Live,0.044666411,1
319813.6534,4091867.816,2012.34,un1,24.7,Abies concolor,White fir,2002,Live,0.137127576,2
319814.1234,4091867.286,2013.393,un1,8.5,Abies concolor,White fir,2002,Live,0.009807505,1
319817.7534,4091870.406,2010.52,un1,23,Abies concolor,White fir,2002,Live,0.114929233,2
319815.5634,4091870.266,2010.93,un1,16,Abies concolor,White fir,2002,Live,0.046807714,1
319827.8834,4091867.576,2009.42,un1,12.8,Pinus jeffreyi,Jeffrey pine,2002,Live,0.024009559,1
319812.6034,4091942.596,1997.49,un1,15.5,Abies concolor,White fir,2002,Live,0.043272015,1
319804.5534,4091949.136,1998.53,un1,6.3,Abies magnifica,Red fir,2002,Live,0.004687996,1
319803.3434,4091950.136,1998.27,un1,9.2,Abies concolor,White fir,2002,Live,0.011922505,1
319802.0834,4091913.396,2000.28,un1,5.8,Abies concolor,White fir,2002,Live,0.003824892,1
319801.8034,4091914.226,1999.93,un1,15.2,Abies concolor,White fir,2002,Live,0.041229724,1
319832.2434,4091881.006,2004.06,un1,8.7,Abies concolor,White fir,2002,Live,0.010386711,1
319834.9134,4091868.246,2009,un1,7.8,Abies concolor,White fir,2002,Live,0.007934217,1
319823.0734,4091869.426,2010.2,un1,11.3,Abies magnifica,Red fir,2002,Live,0.019809425,1
319842.2534,4091872.576,2008.43,un1,23.6,Abies concolor,White fir,2002,Live,0.122497309,2
319842.2234,4091873.396,2008.43,un1,15.7,Abies concolor,White fir,2002,Live,0.044666411,1
319840.9534,4091885.456,2003.72,un1,53.5,Abies concolor,White fir,2002,Live,0.930937697,3
319832.9734,4091868.656,2008.84,un1,5.2,Abies concolor,White fir,2002,Live,0.002924375,1
319832.8634,4091867.506,2009.08,un1,26.9,Abies concolor,White fir,2002,Live,0.169396902,2
319843.1334,4091885.576,2003.81,un1,49,Abies concolor,White fir,2002,Live,0.748725283,3
319807.8634,4091869.566,2012.94,un1,110.5,Abies concolor,White fir,2002,Live,5.62469373,6
319833.0734,4091871.616,2007.86,un1,11.8,Pinus lambertiana,Sugar pine,2002,Live,0.019711006,1
319838.9334,4091876.156,2006.86,un1,14.7,Abies concolor,White fir,2002,Live,0.037956011,1
319836.6634,4091870.886,2008.43,un1,40.5,Abies concolor,White fir,2002,Live,0.466900982,3
319833.6434,4091881.496,2004.21,un1,10.4,Abies concolor,White fir,2002,Live,0.016137289,1
319834.4134,4091881.286,2004.21,un1,14.4,Abies concolor,White fir,2002,Live,0.036068932,1
319834.4334,4091889.796,2000.36,un1,52.2,Abies concolor,White fir,2002,Live,0.875859714,3
319835.2134,4091890.476,2000.43,un1,5,Abies concolor,White fir,2002,Live,0.002655783,1
319840.0734,4091897.626,1997.6,un1,46,Abies concolor,White fir,2002,Live,0.640183209,3
319807.8134,4091915.946,1997.52,un1,100.6,Abies magnifica,Red fir,2002,Live,4.456469458,6
319862.7134,4091934.026,1992.86,un1,9.1,Abies concolor,White fir,2002,Live,0.011605205,1
319860.6134,4091928.646,1991.09,un1,5.6,Abies concolor,White fir,2002,Live,0.003508649,1
319860.5134,4091928.346,1990.82,un1,53.5,Abies concolor,White fir,2002,Live,0.930937697,3
319853.7134,4091925.146,1990.81,un1,15.9,Pinus lambertiana,Sugar pine,2002,Live,0.040637993,1
319890.7418,4091939.062,1992.34,un1,23,Abies concolor,White fir,2002,Live,0.114929233,2
319869.1118,4091961.672,2001.88,un1,7.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.005760797,1
319867.1618,4091886.172,2001.82,un1,56,Abies concolor,White fir,2002,Dead,1.042546272,3
319872.2018,4091884.362,2001.64,un1,61.9,Pinus lambertiana,Sugar pine,2002,Live,1.106266092,4
319860.1818,4091886.302,2003.5,un1,41.2,Abies concolor,White fir,2002,Live,0.487158935,3
319856.4318,4091891.712,2002.13,un1,10,N/A,N/A,2002,Live,0.014647586,1
319853.1618,4091883.662,2005.09,un1,22,Abies concolor,White fir,2002,Live,0.10295028,2
319839.1418,4091912.702,1992.69,un1,5.1,Pinus jeffreyi,Jeffrey pine,2002,Live,0.002591968,1
319833.6218,4091901.352,1996.42,un1,7.9,Abies concolor,White fir,2002,Live,0.008187395,1
319830.7218,4091896.552,1998.04,un1,7.5,Abies concolor,White fir,2002,Live,0.007202971,1
319829.9218,4091895.832,1998.51,un1,6.4,Abies concolor,White fir,2002,Live,0.004873311,1
319831.3018,4091891.442,2000.2,un1,12.5,Abies concolor,White fir,2002,Live,0.025420998,1
319827.3118,4091896.202,1998.99,un1,10,Abies concolor,White fir,2002,Dead,0.014647586,1
319826.7418,4091895.552,1998.99,un1,21.8,Abies concolor,White fir,2002,Dead,0.095374122,2
319845.1818,4091896.962,1998.14,un1,7.4,Pinus jeffreyi,Jeffrey pine,2002,Live,0.006367068,1
319774.2218,4091873.752,2014.17,un1,37.2,Pinus jeffreyi,Jeffrey pine,2002,Live,0.320573449,2
319737.8818,4092024.252,2012.78,un1,7.6,Abies concolor,White fir,2002,Live,0.007442034,1
319734.3118,4092021.312,2012.54,un1,6.4,Abies concolor,White fir,2002,Live,0.004873311,1
319726.5518,4092017.632,2012.9,un1,9.6,Abies concolor,White fir,2002,Live,0.013243209,1
319751.1018,4091998.662,2005.27,un1,7.5,Abies concolor,White fir,2002,Dead,0.006650463,1
319749.7518,4091989.762,2002.64,un1,9.2,Abies concolor,White fir,2002,Dead,0.011922505,1
319741.3618,4091996.292,2006.4,un1,7.8,Abies concolor,White fir,2002,Dead,0.007934217,1
319732.8918,4091996.972,2008.61,un1,6,Abies concolor,White fir,2002,Live,0.004157572,1
319726.3818,4091997.422,2010.93,un1,12.6,Abies concolor,White fir,2002,Live,0.025926658,1
319714.7318,4092013.952,2015.55,un1,40.8,Abies concolor,White fir,2002,Dead,0.452817076,3
319724.0818,4092017.122,2013.51,un1,38.4,Abies concolor,White fir,2002,Dead,0.389512647,2
319779.1018,4091933.982,1996.55,un1,8.1,Abies concolor,White fir,2002,Live,0.008708073,1
319768.2418,4091959.482,1996.61,un1,11.4,Abies concolor,White fir,2002,Live,0.020245391,1
319742.0118,4091936.522,2002.48,un1,5.3,Abies concolor,White fir,2002,Live,0.003064505,1
319712.8518,4091965.302,2010.33,un1,20,Abies concolor,White fir,2002,Dead,0.076972422,1
319719.7218,4091971.932,2009.14,un1,28.3,Abies concolor,White fir,2002,Dead,0.182468475,2
319738.4818,4091954.072,2002.94,un1,5.2,Abies concolor,White fir,2002,Live,0.002924375,1
319737.1618,4091954.702,2003.23,un1,76.5,Calocedrus decurrens,Jeffrey pine,2002,Live,1.427910573,4
319739.5918,4091958.182,2001.89,un1,5.6,Abies concolor,White fir,2002,Live,0.003508649,1
319717.8818,4091982.292,2011.42,un1,54.6,Abies concolor,White fir,2002,Dead,0.806244194,3
319719.8218,4092008.342,2013.66,un1,73.9,Abies concolor,White fir,2002,Dead,1.97947123,4
319761.6918,4092009.972,2006.43,un1,54,Abies concolor,White fir,2002,Dead,0.784246346,3
319760.5518,4092009.512,2006.64,un1,6.2,Abies concolor,White fir,2002,Live,0.004506957,1
319749.0018,4091902.432,2003.92,un1,13.2,Abies concolor,White fir,2002,Live,0.029086524,1
319771.2718,4091910.352,2002.49,un1,8,Abies concolor,White fir,2002,Live,0.008445338,1
319758.1818,4091929.602,1999.94,un1,94.3,Pinus jeffreyi,Jeffrey pine,2002,Live,3.081286695,5
319765.7018,4091927.032,1999.13,un1,7.9,N/A,N/A,2002,Live,0.008187395,1
319788.027,4091888.766,2009.21,un1,19.8,Pinus jeffreyi,Jeffrey pine,2002,Live,0.069225192,1
319782.107,4091926.066,1997.86,un1,23.8,Abies concolor,White fir,2002,Dead,0.125084247,2
319783.127,4091925.496,1998.25,un1,22.2,Abies concolor,White fir,2002,Dead,0.105283244,2
319785.287,4091925.456,1998.11,un1,31.2,Abies concolor,White fir,2002,Dead,0.244598253,2
319741.277,4091895.536,2005.89,un1,44.4,Pinus lambertiana,Sugar pine,2002,Dead,0.403677468,3
319750.237,4091891.496,2006.84,un1,54,Pinus jeffreyi,Jeffrey pine,2002,Dead,0.756678681,3
319733.027,4091879.946,2011.3,un1,46.2,Abies concolor,White fir,2002,Dead,0.616593602,3
319823.647,4091920.636,1992.32,un1,33.2,Abies concolor,White fir,2002,Dead,0.271348068,2
319808.607,4091919.466,1996.4,un1,10.2,Abies concolor,White fir,2002,Dead,0.011437957,1
319808.977,4091918.906,1996.4,un1,116.3,Abies concolor,White fir,2002,Dead,4.685451042,6
319810.657,4091919.186,1995.99,un1,165.4,Abies magnifica,Red fir,2002,Dead,11.2628868,6
319809.907,4091919.656,1995.82,un1,118,N/A,N/A,2002,Dead,4.857977998,6
319808.487,4091915.426,1997.77,un1,82.5,Pinus lambertiana,Sugar pine,2002,Dead,1.625355396,5
319808.087,4091920.556,1995.79,un1,10.3,Pinus lambertiana,Sugar pine,2002,Live,0.014177068,1
319813.207,4091929.006,1993.53,un1,35.5,Abies concolor,White fir,2002,Live,0.336820281,2
319804.877,4091907.996,2000.73,un1,19.5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.065390688,1
319806.477,4091895.616,2003.6,un1,52.7,Abies magnifica,Red fir,2002,Dead,0.649009713,3
319813.707,4091939.266,1995.59,un1,55.1,Pinus lambertiana,Sugar pine,2002,Dead,0.686482598,3
319851.187,4091952.046,2000.49,un1,51,Abies magnifica,Red fir,2002,Live,0.826788232,3
319846.957,4091951.146,2000.34,un1,5,Pinus lambertiana,Sugar pine,2002,Live,0.002471192,1
319881.807,4091905.066,1994.85,un1,13.7,Abies magnifica,Red fir,2002,Dead,0.031887076,1
319887.567,4091907.456,1992.54,un1,51.8,Abies magnifica,Red fir,2002,Dead,0.621606025,3
319876.697,4091904.686,1995.61,un1,133.5,Abies magnifica,Red fir,2002,Dead,6.606604403,6
319891.107,4091911.546,1989.93,un1,5,Calocedrus decurrens,Jeffrey pine,2002,Live,0.003076899,1
319893.397,4091879.516,1999.398,un1,8.4,Calocedrus decurrens,Jeffrey pine,2002,Live,0.009834141,1
319779.637,4091952.546,1994.98,un1,8.3,Abies concolor,White fir,2002,Live,0.009248034,1
319810.227,4091923.706,1994.2,un1,22.5,Salis spp.,Willow,2002,Dead,0.108287992,2
319723.257,4091902.386,2011.5,un1,30.7,Abies concolor,White fir,2002,Dead,0.223379774,2
319722.217,4091888.566,2012.18,un1,7.3,Abies concolor,White fir,2002,Live,0.006738757,1
319728.397,4091883.946,2011.8,un1,5.1,Abies concolor,White fir,2002,Live,0.002788147,1
319728.797,4091884.396,2011.56,un1,31.5,Abies concolor,White fir,2002,Dead,0.238125498,2
319729.607,4091884.326,2011.32,un1,18.8,N/A,N/A,2002,Dead,0.069763937,1
319723.707,4091930.016,2007.84,un1,5.8,Abies concolor,White fir,2002,Dead,0.002601136,1
319724.877,4091954.286,2006.02,un1,103.5,Abies concolor,White fir,2002,Dead,4.567939564,6
319696.857,4092058.716,2028.308,un1,50,Abies concolor,White fir,2002,Dead,0.568901442,3
319690.737,4092051.446,2027.6,un1,6.5,Pinus jeffreyi,Jeffrey pine,2002,Live,0.004653907,1
319691.117,4092028.786,2024,un1,41.9,Abies concolor,White fir,2002,Dead,0.48375011,3
319698.567,4092032.616,2021.87,un1,28.2,Abies concolor,White fir,2002,Dead,0.153307622,2
319701.487,4092026.776,2020.67,un1,6.4,Pinus lambertiana,Sugar pine,2002,Live,0.004482835,1
319706.697,4092032.696,2020.01,un1,25.6,Abies concolor,White fir,2002,Dead,0.142215214,2
319707.237,4092033.636,2020.25,un1,57.2,Abies concolor,White fir,2002,Dead,1.047938499,3
319710.157,4092031.946,2019.05,un1,58.9,Abies concolor,White fir,2002,Dead,1.12698558,3
319698.887,4091992.116,2018.82,un1,28.05,Abies concolor,White fir,2002,Dead,0.151258124,2
319696.957,4091965.146,2017.22,un1,74.3,N/A,N/A,2002,Dead,1.74183346,4
319706.527,4091968.216,2013.61,un1,27.7,Salis spp.,Willow,2002,Live,0.181004805,2
319689.417,4091950.736,2014.13,un1,7,Calocedrus decurrens,Jeffrey pine,2002,Live,0.006533158,1
319724.787,4091876.126,2014.21,un1,6.7,Abies concolor,White fir,2002,Live,0.005455225,1
319709.297,4091885.526,2017.01,un1,15,Abies concolor,White fir,2002,Dead,0.039900826,1
319703.847,4091899.086,2018.96,un1,17.2,Abies concolor,White fir,2002,Live,0.055979625,1
319714.507,4091928.666,2010.93,un1,19.6,N/A,N/A,2002,Dead,0.077344364,1
319806.137,4091885.046,2007.53,un1,96,Abies concolor,White fir,2002,Live,3.96803958,5
319805.367,4091881.986,2009.24,un1,19.6,Abies concolor,White fir,2002,Live,0.077344364,1
319845.787,4091881.836,2006,un1,76.8,Pinus jeffreyi,Jeffrey pine,2002,Live,1.869737931,4
319844.517,4091893.896,1999.27,un1,22.9,Abies concolor,White fir,2002,Live,0.113695821,2
319841.507,4091892.076,1999.74,un1,25.6,Pinus jeffreyi,Jeffrey pine,2002,Live,0.129227118,2
319837.317,4091884.636,2002.78,un1,18.9,Abies concolor,White fir,2002,Dead,0.07068603,1
319836.427,4091875.946,2006.57,un1,9.6,Abies concolor,White fir,2002,Dead,0.013243209,1
319837.207,4091889.936,2000.67,un1,11.9,Abies concolor,White fir,2002,Live,0.022510874,1
319857.197,4091932.066,1991.76,un1,5.7,N/A,N/A,2002,Dead,0.003664733,1
319734.4234,4091933.276,2004.73,un1,7.2,Abies magnifica,Red fir,2002,Live,0.006513545,1
319840.6534,4092045.856,2017.71,un1,8,Abies concolor,White fir,2004,Live,0.008445338,1
319876.9134,4092044.756,2011.29,un1,50,Pinus lambertiana,Sugar pine,2004,Live,0.658093319,3
319858.7934,4092054.736,2014.49,un1,106,Abies concolor,White fir,2004,Live,5.073561471,6
319857.6634,4092054.816,2014.56,un1,37,Abies concolor,White fir,2004,Live,0.37319827,2
319856.6634,4092055.126,2014.64,un1,96,Abies concolor,White fir,2004,Dead,3.789883918,5
319856.1034,4092048.066,2014.18,un1,9,Abies concolor,White fir,2004,Live,0.011293003,1
319858.2534,4092045.226,2013.19,un1,7,Abies concolor,White fir,2004,Live,0.00607676,1
319852.7334,4092047.746,2015.01,un1,14,Abies concolor,White fir,2004,Live,0.033641657,1
319810.8234,4091986.076,2008.23,un1,26,Abies concolor,White fir,2004,Live,0.155703523,2
319812.8834,4091986.576,2008.38,un1,21,Abies concolor,White fir,2004,Live,0.09174986,2
319805.9334,4091984.116,2007.68,un1,55,Abies concolor,White fir,2004,Live,0.996997056,3
319803.9934,4092001.106,2009.81,un1,50,Abies concolor,White fir,2004,Live,0.787179113,3
319804.9034,4092000.516,2010.02,un1,57,Abies concolor,White fir,2004,Live,1.089315499,3
319809.3334,4092004.266,2011.03,un1,41,Abies concolor,White fir,2004,Live,0.481318503,3
319809.7734,4092003.606,2011.14,un1,36,Abies concolor,White fir,2004,Live,0.348699111,2
319810.3634,4092002.816,2011.01,un1,50,Abies concolor,White fir,2004,Live,0.787179113,3
319818.1734,4091994.416,2009.82,un1,19,Pinus jeffreyi,Jeffrey pine,2004,Live,0.062626792,1
319813.5434,4091984.936,2008.17,un1,39,Abies concolor,White fir,2004,Live,0.425208128,2
319810.6134,4091981.876,2007.61,un1,9,Abies concolor,White fir,2004,Live,0.011293003,1
319810.3334,4091980.486,2006.98,un1,15,Abies concolor,White fir,2004,Live,0.039900826,1
319811.4134,4091980.096,2007.06,un1,6,Abies concolor,White fir,2004,Live,0.004157572,1
319812.6634,4091980.916,2007.41,un1,5,Abies concolor,White fir,2004,Live,0.002655783,1
319812.9234,4091981.156,2007.41,un1,17,Abies concolor,White fir,2004,Live,0.054382707,1
319813.3134,4091980.856,2007.41,un1,35,Abies concolor,White fir,2004,Live,0.325186417,2
319814.6534,4091979.976,2007.15,un1,11,Abies concolor,White fir,2004,Live,0.01853536,1
319815.7634,4091980.996,2007.38,un1,8,Abies concolor,White fir,2004,Live,0.008445338,1
319815.0134,4091982.296,2007.67,un1,42,Abies concolor,White fir,2004,Live,0.51094268,3
319823.9534,4091990.496,2009.39,un1,45,Pinus lambertiana,Sugar pine,2004,Live,0.509312715,3
319822.6834,4091981.156,2007.16,un1,55,Pinus lambertiana,Sugar pine,2004,Dead,0.791278181,3
319828.2534,4091983.816,2007.8,un1,53,N/A,N/A,2004,Dead,0.867148194,3
