x,y,fire,year
27,333,3.75385,2010
28,333,3.04317,2010
29,333,3.28519,2010
30,333,4.13636,2010
31,333,3.96429,2010
32,333,4.14085,2010
33,333,4.06618,2010
34,333,3.93972,2010
35,333,3.94737,2010
36,333,3.85659,2010
37,333,3.61174,2010
38,333,3.01364,2010
39,333,3.08257,2010
40,333,3.41463,2010
41,333,1,2010
45,333,2.95918,2010
46,333,2.9635,2010
47,333,2.97727,2010
48,333,2.375,2010
52,333,3,2010
53,333,2.86486,2010
54,333,3,2010
55,333,1,2010
56,333,1.16667,2010
60,333,1.77273,2010
65,333,1,2010
66,333,1.22727,2010
67,333,1,2010
68,333,1,2010
6,332,3.96,2010
7,332,4.03147,2010
8,332,4.15385,2010
9,332,3.72738,2010
10,332,2.61667,2010
11,332,4.23114,2010
12,332,3.9529,2010
13,332,3.96269,2010
14,332,3.7963,2010
28,332,3.85897,2010
29,332,3.80236,2010
30,332,3.41221,2010
31,332,3.29104,2010
32,332,4.04104,2010
33,332,4.13948,2010
34,332,3.8901,2010
35,332,3.88095,2010
36,332,3.58085,2010
37,332,3.25718,2010
38,332,2.65672,2010
40,332,1,2010
41,332,1,2010
44,332,1,2010
45,332,2.48515,2010
46,332,2.74016,2010
47,332,3.02652,2010
48,332,3.39,2010
55,332,1.11628,2010
56,332,1.22059,2010
64,332,2.22222,2010
65,332,2.64815,2010
66,332,1.96,2010
67,332,1,2010
68,332,1,2010
6,331,4.32432,2010
7,331,4.16412,2010
8,331,4.51408,2010
9,331,4.43853,2010
10,331,2.75659,2010
11,331,3.39259,2010
12,331,3.52256,2010
13,331,2.97487,2010
14,331,2.88571,2010
15,331,4,2010
16,331,3.85714,2010
17,331,4.05556,2010
18,331,4,2010
21,331,1,2010
22,331,1,2010
23,331,1,2010
26,331,1.96528,2010
27,331,2.29091,2010
28,331,3.52941,2010
29,331,3.88144,2010
30,331,2.31395,2010
31,331,2.87296,2010
32,331,3.11915,2010
33,331,3.72056,2010
34,331,3.53181,2010
35,331,3.4812,2010
36,331,3.68945,2010
37,331,3.39239,2010
38,331,2.73333,2010
39,331,1.71429,2010
40,331,1.44792,2010
41,331,1.94,2010
42,331,3.25,2010
44,331,1,2010
45,331,1.74023,2010
46,331,2.41667,2010
47,331,3.09091,2010
48,331,3.62338,2010
49,331,3.90909,2010
50,331,4,2010
55,331,1.25,2010
56,331,1.16667,2010
58,331,4,2010
59,331,4,2010
60,331,3.76471,2010
61,331,4.5,2010
64,331,2.59091,2010
65,331,2.92308,2010
66,331,2.625,2010
67,331,1.02532,2010
68,331,1.28125,2010
69,331,3,2010
7,330,4.55556,2010
8,330,3.97826,2010
9,330,4.11392,2010
10,330,3.40179,2010
11,330,2.76894,2010
12,330,3.95865,2010
13,330,3.85656,2010
14,330,4.82353,2010
15,330,3.9697,2010
16,330,3.92806,2010
17,330,4.01481,2010
18,330,4.06422,2010
21,330,1,2010
22,330,1,2010
23,330,1,2010
26,330,4.09677,2010
27,330,3.35776,2010
28,330,2.1549,2010
29,330,3.45869,2010
30,330,3.65315,2010
31,330,3.9031,2010
32,330,4.06842,2010
33,330,3.94925,2010
34,330,3.74006,2010
35,330,3.83846,2010
36,330,4.24735,2010
37,330,3.91119,2010
38,330,3.85,2010
39,330,2.03247,2010
40,330,2.33333,2010
41,330,3.02963,2010
42,330,3.13043,2010
43,330,1,2010
44,330,1.20968,2010
45,330,1.66908,2010
46,330,2.49932,2010
47,330,3.20175,2010
48,330,4.25,2010
49,330,4.08163,2010
50,330,4,2010
57,330,4,2010
58,330,3.90909,2010
59,330,4,2010
60,330,4.09412,2010
61,330,4,2010
64,330,4,2010
65,330,4.04255,2010
66,330,2.89474,2010
67,330,3.65823,2010
68,330,2.5307,2010
69,330,3.48276,2010
70,330,3.5,2010
10,329,2.60714,2010
11,329,3.29775,2010
12,329,4.26449,2010
