x,y,fire,year
10,329,1.1383,2010
11,329,1.87903,2010
12,329,3,2010
13,329,3.08559,2010
14,329,2.94737,2010
15,329,3.43836,2010
16,329,2.56522,2010
17,329,2.13223,2010
18,329,1.09756,2010
20,329,1,2010
21,329,1,2010
25,329,1.22222,2010
26,329,1.24348,2010
27,329,1.01709,2010
28,329,1,2010
29,329,3.86139,2010
30,329,3.94406,2010
31,329,3.95,2010
32,329,4,2010
33,329,3.71429,2010
35,329,1,2010
36,329,1.04327,2010
37,329,1.16327,2010
38,329,3.61538,2010
39,329,3,2010
42,329,3.4,2010
43,329,1.32065,2010
44,329,2.68546,2010
45,329,2.99213,2010
46,329,3.21605,2010
47,329,2.53704,2010
54,329,1,2010
56,329,3,2010
57,329,2.96053,2010
58,329,3.19663,2010
59,329,3.14646,2010
60,329,3.08333,2010
67,329,2.2,2010
68,329,2.8,2010
69,329,2.83333,2010
70,329,4.125,2010
3,328,1,2010
4,328,1.25641,2010
5,328,1.48684,2010
6,328,1.45763,2010
7,328,2.12329,2010
8,328,1,2010
9,328,1.98,2010
10,328,1.28175,2010
11,328,1.14103,2010
12,328,3,2010
13,328,2.68478,2010
14,328,2.67157,2010
15,328,2.8178,2010
16,328,2.64286,2010
17,328,1.42767,2010
18,328,1.01136,2010
19,328,1.08696,2010
20,328,1.91892,2010
25,328,1,2010
26,328,1.3913,2010
27,328,1.06977,2010
28,328,1.13462,2010
29,328,3.69231,2010
30,328,3.89147,2010
31,328,3.34074,2010
32,328,3.59459,2010
33,328,4,2010
43,328,3.60811,2010
44,328,2.98056,2010
45,328,3.11628,2010
46,328,3.58271,2010
47,328,2.6338,2010
53,328,1.14286,2010
54,328,1.34653,2010
55,328,2,2010
56,328,3.02703,2010
57,328,3.18103,2010
58,328,3.40206,2010
59,328,2.87459,2010
60,328,2.82018,2010
67,328,3.92683,2010
68,328,4.50459,2010
69,328,4.39683,2010
70,328,4.43878,2010
71,328,4,2010
3,327,1.33333,2010
4,327,1.32031,2010
5,327,1.69286,2010
6,327,1.39535,2010
7,327,1,2010
8,327,1.81081,2010
9,327,2.0073,2010
10,327,2.00775,2010
11,327,1.75,2010
13,327,2.97297,2010
14,327,2.77778,2010
15,327,1.875,2010
16,327,1.79545,2010
